"","V1"
"3841","Dbia.DBIA009645-PA;Dgri.FBpp0155450;Dmoj.FBpp0168734;Dpse.FBpp0276460;Dsuz.DS10_00003349;Dyak.FBpp0267334;Sfla.augustus_masked-scaffold00037-abinit-gene-4.11-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.33_1_1_1_3_0_652;Dmel.FBgn0028473,FBpp0087637,FBtr0088554"
"3842","Dbia.DBIA003505-PA;Dgri.FBpp0150999;Dmoj.FBpp0160913;Dpse.FBpp0275449;Dsuz.DS10_00008930;Dyak.FBpp0264941;Sfla.augustus_masked-scaffold00047-abinit-gene-0.9-mRNA-1_AED:0.01_eAED:0.01_QI:0_0.33_0_1_1_1_4_0_504;Dmel.FBgn0036762,FBpp0074906,FBtr0075140"
"3843","Dbia.DBIA006464-PA;Dgri.FBpp0153770;Dmoj.FBpp0169031;Dpse.FBpp0277134;Dsuz.DS10_00005609;Dyak.FBpp0269420;Sfla.augustus_masked-scaffold00275-abinit-gene-0.2-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.33_0.42_0.85_1_1_7_0_591;Dmel.FBgn0033109,FBpp0085526,FBtr0086207"
"3844","Dbia.DBIA003760-PA;Dgri.FBpp0149059;Dmoj.FBpp0161308;Dpse.FBpp0275344;Dsuz.DS10_00004174;Dyak.FBpp0266559;Sfla.augustus_masked-scaffold00007-abinit-gene-1.3-mRNA-1_AED:0.46_eAED:0.46_QI:0_0.25_0_0.44_1_1_9_0_1290;Dmel.FBgn0035689,FBpp0076706,FBtr0076998"
"3845","Dbia.DBIA006474-PA;Dgri.FBpp0154044;Dmoj.FBpp0169448;Dpse.FBpp0277143;Dsuz.DS10_00005600;Dyak.FBpp0269508;Sfla.augustus_masked-scaffold00064-abinit-gene-1.1-mRNA-1_AED:0.12_eAED:0.12_QI:0_0.66_0.47_0.89_1_1_19_0_1008;Dmel.FBgn0085421,FBpp0302889,FBtr0329849"
"3846","Dbia.DBIA009882-PA;Dgri.FBpp0154139;Dmoj.FBpp0168621;Dpse.FBpp0278229;Dsuz.DS10_00005508;Dyak.FBpp0256710;Sfla.augustus_masked-scaffold00105-abinit-gene-0.7-mRNA-1_AED:0.03_eAED:0.20_QI:0_0.5_0_1_1_1_3_507_777;Dmel.FBgn0026370,FBpp0303478,FBtr0330628"
"3847","Dbia.DBIA000860-PA;Dgri.FBpp0149851;Dmoj.FBpp0165814;Dpse.FBpp0286776;Dsuz.DS10_00003891;Dyak.FBpp0266226;Sfla.augustus_masked-scaffold00065-abinit-gene-2.7-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_564;Dmel.FBgn0040475,FBpp0076142,FBtr0076413"
"3848","Dbia.DBIA002687-PA;Dgri.FBpp0144361;Dmoj.FBpp0166925;Dpse.FBpp0279297;Dsuz.DS10_00001378;Dyak.FBpp0257944;Sfla.augustus_masked-scaffold00050-abinit-gene-3.3-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_1020;Dmel.FBgn0028979,FBpp0088404,FBtr0089377"
"3849","Dbia.DBIA009164-PA;Dgri.FBpp0150768;Dmoj.FBpp0159943;Dpse.FBpp0282702;Dsuz.DS10_00010750;Dyak.FBpp0271393;Sfla.augustus_masked-scaffold00054-abinit-gene-2.3-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0_1_1_1_4_0_710;Dmel.FBgn0026634,FBpp0082568,FBtr0083114"
"3850","Dbia.DBIA010846-PA;Dgri.FBpp0159108;Dmoj.FBpp0166488;Dpse.FBpp0280788;Dsuz.DS10_00000769;Dyak.FBpp0262724;Sfla.augustus_masked-scaffold00020-abinit-gene-2.7-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.7_0.27_1_1_1_11_0_769;Dmel.FBgn0264494,FBpp0077553,FBtr0077885"
"3851","Dbia.DBIA010689-PA;Dgri.FBpp0149347;Dmoj.FBpp0162257;Dpse.FBpp0286524;Dsuz.DS10_00004533;Dyak.FBpp0266141;Sfla.augustus_masked-scaffold00033-abinit-gene-2.10-mRNA-1_AED:0.23_eAED:0.23_QI:0_-1_0_1_-1_1_1_0_592;Dmel.FBgn0035195,FBpp0072546,FBtr0072652"
"3852","Dbia.DBIA011408-PA;Dgri.FBpp0150595;Dmoj.FBpp0160592;Dpse.FBpp0286879;Dsuz.DS10_00007933;Dyak.FBpp0267620;Sfla.augustus_masked-scaffold00123-abinit-gene-1.6-mRNA-1_AED:0.16_eAED:0.16_QI:0_0.85_0.25_1_1_1_8_0_990;Dmel.FBgn0025702,FBpp0297551,FBtr0306596"
"3853","Dbia.DBIA011938-PA;Dgri.FBpp0158836;Dmoj.FBpp0165223;Dpse.FBpp0285495;Dsuz.DS10_00004738;Dyak.FBpp0260801;Sfla.augustus_masked-scaffold00246-abinit-gene-0.6-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_0.66_1_1_3_0_1016;Dmel.FBgn0002968,FBpp0297081,FBtr0305914"
"3854","Dbia.DBIA009885-PA;Dgri.FBpp0154335;Dmoj.FBpp0168828;Dpse.FBpp0278475;Dsuz.DS10_00005505;Dyak.FBpp0256708;Sfla.augustus_masked-scaffold00014-abinit-gene-3.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.28_0_1_1_1_8_0_1062;Dmel.FBgn0034013,FBpp0086514,FBtr0087382"
"3855","Dbia.DBIA015487-PA;Dgri.FBpp0144919;Dmoj.FBpp0166750;Dpse.FBpp0279172;Dsuz.DS10_00012556;Dyak.FBpp0270755;Sfla.augustus_masked-scaffold00233-abinit-gene-0.17-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.87_0.44_1_1_1_9_0_1339;Dmel.FBgn0031752,FBpp0305433,FBtr0333231"
"3856","Dbia.DBIA012862-PA;Dgri.FBpp0151071;Dmoj.FBpp0160996;Dpse.FBpp0287044;Dsuz.DS10_00009887;Dyak.FBpp0268086;Sfla.augustus_masked-scaffold01387-abinit-gene-0.3-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_482;Dmel.FBgn0040075,FBpp0074756,FBtr0074988"
"3857","Dbia.DBIA010231-PA;Dgri.FBpp0154108;Dmoj.FBpp0169945;Dpse.FBpp0277098;Dsuz.DS10_00002057;Dyak.FBpp0257059;Sfla.augustus_masked-scaffold00099-abinit-gene-1.39-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.9_0.54_1_1_1_11_0_1083;Dmel.FBgn0040273,FBpp0085716,FBtr0086531"
"3858","Dbia.DBIA004462-PA;Dgri.FBpp0154960;Dmoj.FBpp0167872;Dpse.FBpp0277752;Dsuz.DS10_00013237;Dyak.FBpp0256936;Sfla.augustus_masked-scaffold00023-abinit-gene-1.11-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_659;Dmel.FBgn0000057,FBpp0085923,FBtr0086744"
"3859","Dbia.DBIA001135-PA;Dgri.FBpp0148966;Dmoj.FBpp0162044;Dpse.FBpp0275580;Dsuz.DS10_00003730;Dyak.FBpp0265747;Sfla.augustus_masked-scaffold00318-abinit-gene-0.16-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.25_0_1_1_1_9_0_2047;Dmel.FBgn0001253,FBpp0076333,FBtr0076606"
"3860","Dbia.DBIA005379-PA;Dgri.FBpp0145319;Dmoj.FBpp0171614;Dpse.FBpp0282120;Dsuz.DS10_00013417;Dyak.FBpp0268935;Sfla.augustus_masked-scaffold00001-abinit-gene-9.10-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.5_0.14_1_1_1_7_0_732;Dmel.FBgn0039113,FBpp0083855,FBtr0084464"
"3861","Dbia.DBIA010481-PA;Dgri.FBpp0158009;Dmoj.FBpp0163590;Dpse.FBpp0287923;Dsuz.DS10_00005947;Dyak.FBpp0260781;Sfla.augustus_masked-scaffold00002-abinit-gene-2.6-mRNA-1_AED:0.25_eAED:0.25_QI:0_0.83_0.42_1_1_1_7_0_912;Dmel.FBgn0261873,FBpp0111740,FBtr0100376"
"3862","Dbia.DBIA001616-PA;Dgri.FBpp0152658;Dmoj.FBpp0173885;Dpse.FBpp0281108;Dsuz.DS10_00009977;Dyak.FBpp0271408;Sfla.augustus_masked-scaffold00088-abinit-gene-1.14-mRNA-1_AED:0.01_eAED:0.01_QI:0_0_0_1_1_1_3_0_582;Dmel.FBgn0038309,FBpp0112150,FBtr0113238"
"3863","Dbia.DBIA002625-PA;Dgri.FBpp0145268;Dmoj.FBpp0166956;Dpse.FBpp0285700;Dsuz.DS10_00001435;Dyak.FBpp0263400;Sfla.augustus_masked-scaffold01471-abinit-gene-0.2-mRNA-1_AED:0.12_eAED:0.12_QI:0_1_0_1_1_1_2_0_875;Dmel.FBgn0031872,FBpp0078993,FBtr0079365"
"3864","Dbia.DBIA008343-PA;Dgri.FBpp0145094;Dmoj.FBpp0167281;Dpse.FBpp0279854;Dsuz.DS10_00000255;Dyak.FBpp0264019;Sfla.augustus_masked-scaffold00053-abinit-gene-2.0-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.83_0.14_1_1_1_7_0_506;Dmel.FBgn0031690,FBpp0078725,FBtr0079092"
"3865","Dbia.DBIA006249-PA;Dgri.FBpp0153639;Dmoj.FBpp0169373;Dpse.FBpp0277013;Dsuz.DS10_00005798;Dyak.FBpp0258885;Sfla.augustus_masked-scaffold00881-abinit-gene-0.8-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.33_1_1_1_6_0_1017;Dmel.FBgn0034401,FBpp0085809,FBtr0086627"
"3866","Dbia.DBIA004166-PA;Dgri.FBpp0155083;Dmoj.FBpp0167988;Dpse.FBpp0275851;Dsuz.DS10_00002752;Dyak.FBpp0258752;Sfla.augustus_masked-scaffold00016-abinit-gene-2.5-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.5_0_1_1_1_3_0_947;Dmel.FBgn0020312,FBpp0071560,FBtr0071637"
"3867","Dbia.DBIA005385-PA;Dgri.FBpp0144898;Dmoj.FBpp0173722;Dpse.FBpp0282115;Dsuz.DS10_00011948;Dyak.FBpp0268931;Sfla.augustus_masked-scaffold00155-abinit-gene-1.3-mRNA-1_AED:0.03_eAED:0.03_QI:0_1_0.44_1_1_1_9_0_1967;Dmel.FBgn0039120,FBpp0083851,FBtr0084460"
"3868","Dbia.DBIA010915-PA;Dgri.FBpp0147111;Dmoj.FBpp0171213;Dpse.FBpp0279505;Dsuz.DS10_00000704;Dyak.FBpp0260831;Sfla.augustus_masked-scaffold00028-abinit-gene-0.9-mRNA-1_AED:0.08_eAED:0.09_QI:0_0.75_0.44_0.88_1_1_9_0_1148;Dmel.FBgn0031294,FBpp0290630,FBtr0301416"
"3869","Dbia.DBIA010490-PA;Dgri.FBpp0146316;Dmoj.FBpp0165082;Dpse.FBpp0286405;Dsuz.DS10_00005938;Dyak.FBpp0262471;Sfla.augustus_masked-scaffold00006-abinit-gene-10.0-mRNA-1_AED:0.08_eAED:0.09_QI:0_0_0_0.81_1_1_11_0_840;Dmel.FBgn0015519,FBpp0288426,FBtr0289988"
"3870","Dbia.DBIA006814-PA;Dgri.FBpp0145023;Dmoj.FBpp0167458;Dpse.FBpp0287318;Dsuz.DS10_00001717;Dyak.FBpp0263696;Sfla.augustus_masked-scaffold00387-abinit-gene-0.0-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_580;Dmel.FBgn0000153,FBpp0080119,FBtr0080542"
"3871","Dbia.DBIA011335-PA;Dgri.FBpp0148985;Dmoj.FBpp0172930;Dpse.FBpp0284885;Dsuz.DS10_00009771;Dyak.FBpp0270521;Sfla.augustus_masked-scaffold00145-abinit-gene-1.15-mRNA-1_AED:0.11_eAED:0.11_QI:0_0_0_0.66_1_1_3_0_874;Dmel.FBgn0003499,FBpp0303083,FBtr0330050"
"3872","Dbia.DBIA005775-PA;Dgri.FBpp0158616;Dmoj.FBpp0171024;Dpse.FBpp0273184;Dsuz.DS10_00005030;Dyak.FBpp0261770;Sfla.augustus_masked-scaffold00006-abinit-gene-6.8-mRNA-1_AED:0.14_eAED:0.15_QI:0_0.42_0_1_1_1_8_0_1134;Dmel.FBgn0029881,FBpp0070909,FBtr0070948"
"3873","Dbia.DBIA008214-PA;Dgri.FBpp0156941;Dmoj.FBpp0170322;Dpse.FBpp0276473;Dsuz.DS10_00005478;Dyak.FBpp0257106;Sfla.augustus_masked-scaffold00682-abinit-gene-0.4-mRNA-1_AED:0.04_eAED:0.04_QI:0_1_0.33_1_1_1_3_0_895;Dmel.FBgn0034491,FBpp0085582,FBtr0086270"
"3874","Dbia.DBIA000563-PA;Dgri.FBpp0149984;Dmoj.FBpp0161557;Dpse.FBpp0274621;Dsuz.DS10_00004130;Dyak.FBpp0265146;Sfla.augustus_masked-scaffold00063-abinit-gene-3.19-mRNA-1_AED:0.16_eAED:0.16_QI:0_0.57_0.5_1_1_1_8_0_739;Dmel.FBgn0260941,FBpp0290276,FBtr0301054"
"3875","Dbia.DBIA004887-PA;Dgri.FBpp0155318;Dmoj.FBpp0167805;Dpse.FBpp0277632;Dsuz.DS10_00003578;Dyak.FBpp0256875;Sfla.augustus_masked-scaffold00079-abinit-gene-2.4-mRNA-1_AED:0.25_eAED:0.25_QI:0_0.75_0.2_1_1_1_5_0_700;Dmel.FBgn0034230,FBpp0086094,FBtr0086938"
"3876","Dbia.DBIA010094-PA;Dgri.FBpp0154657;Dmoj.FBpp0170053;Dpse.FBpp0277209;Dsuz.DS10_00002168;Dyak.FBpp0259336;Sfla.augustus_masked-scaffold00134-abinit-gene-1.22-mRNA-1_AED:0.00_eAED:0.00_QI:0_-1_0_1_-1_1_1_0_641;Dmel.FBgn0034908,FBpp0072033,FBtr0072124"
"3877","Dbia.DBIA002107-PA;Dgri.FBpp0148240;Dmoj.FBpp0159646;Dpse.FBpp0283027;Dsuz.DS10_00010302;Dyak.FBpp0270949;Sfla.augustus_masked-scaffold00081-abinit-gene-2.5-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.87_0.22_1_1_1_9_0_836;Dmel.FBgn0261241,FBpp0081459,FBtr0081979"
"3878","Dbia.DBIA003137-PA;Dgri.FBpp0144037;Dmoj.FBpp0171389;Dpse.FBpp0287804;Dsuz.DS10_00000861;Dyak.FBpp0258315;Sfla.augustus_masked-scaffold00547-abinit-gene-0.7-mRNA-1_AED:0.08_eAED:0.09_QI:0_0.5_0.22_1_1_1_9_0_1653;Dmel.FBgn0015803,FBpp0111797,FBtr0112884"
"3879","Dbia.DBIA007598-PA;Dgri.FBpp0154794;Dmoj.FBpp0159935;Dpse.FBpp0281870;Dsuz.DS10_00008490;Dyak.FBpp0255436;Sfla.augustus_masked-scaffold00236-abinit-gene-0.9-mRNA-1_AED:0.02_eAED:0.02_QI:0_0_0_1_1_1_3_0_694;Dmel.FBgn0002924,FBpp0084900,FBtr0085534"
"3880","Dbia.DBIA014298-PA;Dgri.FBpp0145417;Dmoj.FBpp0166224;Dpse.FBpp0280034;Dsuz.DS10_00000403;Dyak.FBpp0263753;Sfla.augustus_masked-scaffold00848-abinit-gene-0.1-mRNA-1_AED:0.07_eAED:0.08_QI:0_0_0_1_1_1_6_0_905;Dmel.FBgn0031999,FBpp0079210,FBtr0079589"
"3881","Dbia.DBIA009001-PA;Dgri.FBpp0152059;Dmoj.FBpp0172132;Dpse.FBpp0284176;Dsuz.DS10_00012760;Dyak.FBpp0255171;Sfla.augustus_masked-scaffold00240-abinit-gene-0.1-mRNA-1_AED:0.00_eAED:0.00_QI:0_1_0_1_1_1_2_0_680;Dmel.FBgn0027497,FBpp0078371,FBtr0078722"
"3882","Dbia.DBIA003097-PA;Dgri.FBpp0144756;Dmoj.FBpp0168848;Dpse.FBpp0280728;Dsuz.DS10_00000823;Dyak.FBpp0258559;Sfla.augustus_masked-scaffold00020-abinit-gene-5.16-mRNA-1_AED:0.17_eAED:0.17_QI:0_0.25_0_0.8_1_1_5_0_872;Dmel.FBgn0014859,FBpp0080927,FBtr0081397"
"3883","Dbia.DBIA007454-PA;Dgri.FBpp0147996;Dmoj.FBpp0159840;Dpse.FBpp0283061;Dsuz.DS10_00009145;Dyak.FBpp0268362;Sfla.augustus_masked-scaffold00229-abinit-gene-0.1-mRNA-1_AED:0.05_eAED:0.05_QI:0_0.37_0_1_1_1_9_0_1352;Dmel.FBgn0000416,FBpp0085075,FBtr0085713"
"3884","Dbia.DBIA003163-PA;Dgri.FBpp0144509;Dmoj.FBpp0166609;Dpse.FBpp0287965;Dsuz.DS10_00001737;Dyak.FBpp0270202;Sfla.augustus_masked-scaffold00242-abinit-gene-0.3-mRNA-1_AED:0.06_eAED:0.06_QI:0_0_0_1_1_1_11_0_1333;Dmel.FBgn0003255,FBpp0080183,FBtr0080610"
"3885","Dbia.DBIA003788-PA;Dgri.FBpp0149067;Dmoj.FBpp0161317;Dpse.FBpp0277684;Dsuz.DS10_00004195;Dyak.FBpp0266574;Sfla.augustus_masked-scaffold00239-abinit-gene-0.7-mRNA-1_AED:0.02_eAED:0.02_QI:0_0.8_0.16_1_1_1_6_0_657;Dmel.FBgn0035703,FBpp0292155,FBtr0303036"
"3886","Dbia.DBIA000876-PA;Dgri.FBpp0150213;Dmoj.FBpp0162468;Dpse.FBpp0287174;Dsuz.DS10_00003878;Dyak.FBpp0265865;Sfla.augustus_masked-scaffold00007-abinit-gene-2.5-mRNA-1_AED:0.07_eAED:0.15_QI:606_0_0_0.94_1_1_18_0_1678;Dmel.FBgn0036017,FBpp0293143,FBtr0304601"
"3887","Dbia.DBIA008211-PA;Dgri.FBpp0156647;Dmoj.FBpp0167742;Dpse.FBpp0277160;Dsuz.DS10_00005481;Dyak.FBpp0258822;Sfla.augustus_masked-scaffold00682-abinit-gene-0.14-mRNA-1_AED:0.02_eAED:0.02_QI:0_1_0_1_1_1_2_0_591;Dmel.FBgn0034494,FBpp0085617,FBtr0086305"
"3888","Dbia.DBIA004879-PA;Dgri.FBpp0154391;Dmoj.FBpp0170245;Dpse.FBpp0276821;Dsuz.DS10_00003570;Dyak.FBpp0259199;Sfla.augustus_masked-scaffold00079-abinit-gene-1.17-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.66_0_1_1_1_4_0_827;Dmel.FBgn0034223,FBpp0086110,FBtr0086954"
"3889","Dbia.DBIA009151-PA;Dgri.FBpp0152649;Dmoj.FBpp0173876;Dpse.FBpp0281099;Dsuz.DS10_00010761;Dyak.FBpp0271400;Sfla.augustus_masked-scaffold00088-abinit-gene-2.21-mRNA-1_AED:0.24_eAED:0.24_QI:0_0.14_0_1_1_1_8_0_1015;Dmel.FBgn0038318,FBpp0082575,FBtr0083121"
"3890","Dbia.DBIA009211-PA;Dgri.FBpp0152192;Dmoj.FBpp0173313;Dpse.FBpp0284433;Dsuz.DS10_00008801;Dyak.FBpp0271369;Sfla.augustus_masked-scaffold00115-abinit-gene-0.15-mRNA-1_AED:0.07_eAED:0.07_QI:0_-1_0_1_-1_1_1_0_751;Dmel.FBgn0003227,FBpp0082647,FBtr0083193"
"3891","Dbia.DBIA011175-PA;Dgri.FBpp0153461;Dmoj.FBpp0173068;Dpse.FBpp0284196;Dsuz.DS10_00013455;Dyak.FBpp0269610;Sfla.augustus_masked-scaffold00017-abinit-gene-5.3-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.71_0.12_1_1_1_8_0_697;Dmel.FBgn0004577,FBpp0088343,FBtr0089287"
"3892","Dbia.DBIA015523-PA;Dgri.FBpp0144841;Dmoj.FBpp0162705;Dpse.FBpp0279211;Dsuz.DS10_00010798;Dyak.FBpp0263959;Sfla.augustus_masked-scaffold00032-abinit-gene-2.13-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_670;Dmel.FBgn0031773,FBpp0078846,FBtr0079215"
"3893","Dbia.DBIA006345-PA;Dgri.FBpp0156866;Dmoj.FBpp0167665;Dpse.FBpp0276549;Dsuz.DS10_00005717;Dyak.FBpp0256986;Sfla.augustus_masked-scaffold00415-abinit-gene-0.2-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.57_0.5_1_1_1_8_0_737;Dmel.FBgn0262476,FBpp0293407,FBtr0304867"
"3894","Dbia.DBIA004155-PA;Dgri.FBpp0155898;Dmoj.FBpp0168909;Dpse.FBpp0276511;Dsuz.DS10_00002764;Dyak.FBpp0257142;Sfla.augustus_masked-scaffold00103-abinit-gene-1.12-mRNA-1_AED:0.08_eAED:0.08_QI:0_0.5_0_1_1_1_5_0_808;Dmel.FBgn0034540,FBpp0291490,FBtr0302284"
"3895","Dbia.DBIA000688-PA;Dgri.FBpp0150830;Dmoj.FBpp0162896;Dpse.FBpp0286368;Dsuz.DS10_00004028;Dyak.FBpp0267004;Sfla.augustus_masked-scaffold00133-abinit-gene-1.2-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.2_0_1_1_1_6_0_3100;Dmel.FBgn0036398,FBpp0075510,FBtr0075768"
"3896","Dbia.DBIA002599-PA;Dgri.FBpp0144613;Dmoj.FBpp0160500;Dpse.FBpp0279423;Dyak.FBpp0259098;Sfla.augustus_masked-scaffold00606-abinit-gene-0.13-mRNA-1_AED:0.09_eAED:0.09_QI:0_0.69_0.42_1_1_1_14_0_1188;Snot.augustus_masked-scaffold22043-processed-gene-0.0-mRNA-1;Dmel.FBgn0046704,FBpp0302975,FBtr0329943"
"3897","Dbia.DBIA003303-PA;Dgri.FBpp0147629;Dmoj.FBpp0172851;Dpse.FBpp0285237;Dsuz.DS10_00001487;Dyak.FBpp0259438;Snot.maker-scaffold4417-augustus-gene-0.2-mRNA-1;Dmel.FBgn0031893,FBpp0111941,FBtr0113028"
"3898","Dbia.DBIA007689-PA;Dgri.FBpp0151353;Dmoj.FBpp0171990;Dpse.FBpp0282442;Dyak.FBpp0255639;Sfla.augustus_masked-scaffold00188-abinit-gene-0.3-mRNA-1_AED:0.10_eAED:0.10_QI:0_0.33_0.07_0.76_1_1_13_0_1400;Snot.maker-scaffold11823-augustus-gene-0.5-mRNA-1;Dmel.FBgn0039431,FBpp0291419,FBtr0302209"
"3899","Dbia.DBIA001609-PA;Dgri.FBpp0152750;Dmoj.FBpp0159323;Dsuz.DS10_00009992;Dyak.FBpp0269287;Sfla.augustus_masked-scaffold00088-abinit-gene-1.2-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.5_0_1_1_1_3_0_803;Snot.maker-scaffold17478-augustus-gene-0.7-mRNA-1;Dmel.FBgn0038304,FBpp0082510,FBtr0083051"
"3900","Dbia.DBIA003856-PA;Dgri.FBpp0150488;Dmoj.FBpp0162526;Dpse.FBpp0274000;Dsuz.DS10_00004247;Sfla.augustus_masked-scaffold00048-abinit-gene-3.0-mRNA-1_AED:0.05_eAED:0.06_QI:0_0.88_0.1_1_1_1_10_0_1309;Snot.augustus_masked-scaffold4162-processed-gene-0.2-mRNA-1;Dmel.FBgn0037074,FBpp0078058,FBtr0078404"
"3901","Dbia.DBIA002898-PA;Dgri.FBpp0144430;Dmoj.FBpp0167258;Dpse.FBpp0280428;Dyak.FBpp0257731;Sfla.augustus_masked-scaffold00265-abinit-gene-0.8-mRNA-1_AED:0.04_eAED:0.04_QI:0_0_0_1_1_1_5_0_813;Snot.maker-scaffold2091-augustus-gene-0.7-mRNA-1;Dmel.FBgn0263079,FBpp0297775,FBtr0306922"
"3902","Dbia.DBIA010852-PA;Dgri.FBpp0145386;Dmoj.FBpp0166192;Dpse.FBpp0280468;Dyak.FBpp0260499;Sfla.augustus_masked-scaffold00363-abinit-gene-0.11-mRNA-1_AED:0.21_eAED:0.22_QI:0_0.14_0_1_1_1_8_0_1058;Snot.maker-scaffold3949-snap-gene-0.22-mRNA-1;Dmel.FBgn0086698,FBpp0077577,FBtr0077911"
"3903","Dbia.DBIA009864-PA;Dgri.FBpp0153712;Dmoj.FBpp0168309;Dpse.FBpp0278659;Dyak.FBpp0258576;Sfla.augustus_masked-scaffold00206-abinit-gene-0.25-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.5_0_1_1_1_3_0_940;Snot.maker-scaffold2019-snap-gene-0.11-mRNA-1;Dmel.FBgn0033916,FBpp0086664,FBtr0087535"
"3904","Dbia.DBIA009462-PA;Dgri.FBpp0155159;Dmoj.FBpp0168549;Dsuz.DS10_00002820;Dyak.FBpp0264371;Sfla.augustus_masked-scaffold00581-abinit-gene-0.2-mRNA-1_AED:0.14_eAED:0.14_QI:0_0.90_0.33_1_1_1_12_0_877;Snot.maker-scaffold8215-augustus-gene-0.6-mRNA-1;Dmel.FBgn0262114,FBpp0099887,FBtr0100460"
"3905","Dbia.DBIA008436-PA;Dgri.FBpp0144819;Dmoj.FBpp0162454;Dpse.FBpp0279008;Dsuz.DS10_00000189;Dyak.FBpp0264067;Snot.maker-scaffold6343-snap-gene-0.6-mRNA-1;Dmel.FBgn0260446,FBpp0293273,FBtr0304731"
"3906","Dbia.DBIA008005-PA;Dgri.FBpp0153866;Dmoj.FBpp0169135;Dsuz.DS10_00006650;Dyak.FBpp0258440;Sfla.augustus_masked-scaffold00087-abinit-gene-2.18-mRNA-1_AED:0.17_eAED:0.17_QI:0_0.75_0_1_1_1_5_0_666;Snot.maker-scaffold27688-augustus-gene-0.4-mRNA-1;Dmel.FBgn0261625,FBpp0292103,FBtr0302978"
"3907","Dbia.DBIA001747-PA;Dgri.FBpp0156222;Dmoj.FBpp0171210;Dpse.FBpp0282556;Dyak.FBpp0255343;Sfla.augustus_masked-scaffold00267-abinit-gene-0.10-mRNA-1_AED:0.03_eAED:0.03_QI:0_0.8_0_1_1_1_6_0_1754;Snot.augustus_masked-scaffold383-processed-gene-0.1-mRNA-1;Dmel.FBgn0039026,FBpp0083705,FBtr0084312"
"3908","Dbia.DBIA010066-PA;Dgri.FBpp0154701;Dmoj.FBpp0170097;Dpse.FBpp0277676;Dsuz.DS10_00002193;Dyak.FBpp0257268;Snot.maker-scaffold28108-snap-gene-0.13-mRNA-1;Dmel.FBgn0033998,FBpp0302971,FBtr0329939"
"3909","Dbia.DBIA012777-PA;Dgri.FBpp0158445;Dpse.FBpp0287590;Dsuz.DS10_00000539;Dyak.FBpp0259926;Sfla.augustus_masked-scaffold00587-abinit-gene-0.0-mRNA-1_AED:0.13_eAED:0.17_QI:0_0.4_0_1_1_1_6_93_589;Snot.maker-scaffold11859-augustus-gene-0.4-mRNA-1;Dmel.FBgn0031514,FBpp0077296,FBtr0077609"
"3910","Dbia.DBIA000206-PA;Dgri.FBpp0150087;Dmoj.FBpp0162549;Dpse.FBpp0278095;Dyak.FBpp0266495;Sfla.augustus_masked-scaffold00074-abinit-gene-1.8-mRNA-1_AED:0.05_eAED:0.05_QI:0_1_0.66_1_1_1_12_0_1012;Snot.augustus_masked-scaffold264-processed-gene-0.5-mRNA-1;Dmel.FBgn0028962,FBpp0076871,FBtr0077168"
"3911","Dbia.DBIA003912-PA;Dgri.FBpp0149471;Dmoj.FBpp0166058;Dpse.FBpp0274879;Dsuz.DS10_00004298;Dyak.FBpp0267383;Snot.maker-scaffold1393-snap-gene-0.3-mRNA-1;Dmel.FBgn0052432,FBpp0077926,FBtr0078268"
"3912","Dbia.DBIA004454-PA;Dgri.FBpp0154748;Dmoj.FBpp0170164;Dpse.FBpp0278089;Dyak.FBpp0256778;Sfla.augustus_masked-scaffold00023-abinit-gene-0.3-mRNA-1_AED:0.06_eAED:0.06_QI:0_0.66_0.25_0.75_1_1_4_0_703;Snot.maker-scaffold10855-snap-gene-0.4-mRNA-1;Dmel.FBgn0034094,FBpp0086274,FBtr0087130"
